"id","code","cat","ministry","name","issue_date","status","review_date","created_at","updated_at","law_type","hierarchy_level","repeal_date","repeal_reason","replaced_by_code","repealed_by_authority","effective_date","doc_list","source_url","active","responsible","report_due_date","ai_summary","ai_summary_at","gazette_ref"
"33","LA-034","LA","กระทรวงอุตสาหกรรม","ประกาศกระทรวงอุตสาหกรรม เรื่อง กำหนดมาตรฐานผลิตภัณฑ์อุตสาหกรรม เครื่องดับเพลิงยกหิ้ว : คาร์บอนไดออกไซด์ พ.ศ.2568","21/01/2568","ok","2026-03-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"20/05/2568",,,"true",,,,,
"49","LB-013","LB","การไฟฟ้าส่วนภูมิภาค","PEA  ระเบียบการไฟฟ้าส่วนภูมิภาค ว่าด้วยหลักเกณฑ์การพาดสายและหรือติดตั้งสายสื่อสารโทรคมนาคมบนเสาการไฟฟ้าส่วนภูมิภาค 2566","01/11/2566","ok","2026-03-31","2026-06-05T17:44:56.542233+00:00","2026-07-31T15:18:29.978977+00:00",,"5",,,,,,,,"true",,,,,
"52","LB-017","LB","กระทรวงพลังงาน","กฎกระทรวงสถานที่เก็บรักษาน้ำมัน พ.ศ. 2567

ยกเลิก
1. กฎกระทรวงสถานที่เก็บรักษาน้ำมันเชื้อเพลิง พ.ศ. 2551
2. กฎกระทรวงสถานที่เก็บรักษาน้ำมันเชื้อเพลิง (ฉบับที่ 2) พ.ศ. 2560","22/02/2567","ok","2026-12-31","2026-06-05T17:44:56.542233+00:00","2026-07-31T15:18:29.978977+00:00",,"5",,,,,,,,"true",,,,,
"58","LC-001","LC","กระทรวงอุตสาหกรรม","ประกาศกระทรวงอุตสาหกรรม
เรื่อง การป้องกันและระงับอัคคีภัยในโรงงาน
พ.ศ. 2552  (หน่วยงานบังคับใช้: กระทรวงแรงงาน/กรมสวัสดินการและคุ้มครองแรงงาน)","30/09/2552","ok","2026-06-30","2026-06-05T17:44:56.542233+00:00","2026-07-31T15:18:29.978977+00:00",,"5",,,,,,,,"true",,,,,
"7","LA-007","LA",,"กฎกระทรวง การจัดให้มีเจ้าหน้าที่ความปลอดภัยในการทำงาน บุคลากร หน่วยงาน หรือคณะบุคคลเพื่อดำเนินการด้านความปลอดภัย ในสถานประกอบกิจการ พ.ศ. 2565","17/06/2565","ok","2026-09-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"17/08/2565",,,"true",,,,,
"8","LA-008","LA","กระทรวงแรงงาน","ประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง สัญลักษณ์เตือนอันตราย เครื่องหมายเกี่ยวกับความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทำงาน และข้อความแสดงสิทธิและหน้าที่ของนายจ้างและลูกจ้าง พ.ศ. 2554","30/11/2554","ok","2026-12-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,"ยกเลิก/แทนที่ตามทะเบียน F-259 (กฎหมายที่ยกเลิก)","LA-039",,"30/11/2554",,,"true",,,,,
"34","LA-035","LA","กระทรวงสาธารณสุข","ประกาศกรมควบคุมโรค เรื่อง กำหนดแบบการแจ้ง การรับแจ้ง การรายงาน และวิธีการแจ้งและการรายงานเพิ่มเติม ในกรณีพบผู้ซึ่งเป็นหรือมีเหตุอันควรสงสัยว่าเป็นโรคจากการประกอบอาชีพหรือโรคจากสิ่งแวดล้อม พ.ศ. 2568 (กฏหมายฉบับเพิ่มเติม)","01/10/2568","ok","2026-06-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"02/10/2568",,,"true",,,,,
"35","LA-036","LA","กระทรวงสาธารณสุข","ประกาศกระทรวงสาธารณสุข เรื่อง ชื่อหรืออาการสำคัญของโรคจากการประกอบอาชีพ พ.ศ. 2568","31/10/2568","ok","2026-09-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"01/11/2568",,,"true",,,,,
"36","LA-037","LA","กระทรวงสาธารณสุข","ประกาศกระทรวงสาธารณสุข เรื่อง ชื่อหรืออาการสำคัญของโรคจากสิ่งแวดล้อม  พ.ศ. 2568","31/10/2568","ok","2026-12-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"01/11/2568",,,"true",,,,,
"37","LA-038","LA","กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม","ประกาศคณะกรรมการสิ่งแวดล้อมแห่งชาติ เรื่อง กำหนดมาตรฐานคุณภาพอากาศในบรรยากาศโดยทั่วไป พ.ศ. 2569","21/01/2569","ok","2026-03-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"147","LA-039","LA","สวัสดิการและคุ้มครองแรงงาน","ประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง ข้อความแสดงสิทธิและหน้าที่ของนายจ้างและลูกจ้าง สัญลักษณ์เตือนอันตราย และเครื่องหมายเกี่ยวกับความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทำงาน","01/05/2569","ok",,"2026-07-09T04:50:53.966074+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"01/07/2569",,,"true",,,,,
"148","LA-040","LA","สวัสดิการและคุ้มครองแรงงาน","ประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง แบบคำขอ ใบรับคำขอ ใบอนุญาต และใบแทนใบอนุญาตเป็นผู้ชำนาญการด้านความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทำงาน","01/05/2569","bad",,"2026-07-09T04:50:53.966074+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"01/07/2569",,,"true",,,,,
"149","LA-041","LA","สวัสดิการและคุ้มครองแรงงาน","ประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง หลักสูตรการฝึกอบรม คุณสมบัติของวิทยากร การดำเนินการฝึกอบรม และการประเมินผู้ชำนาญการด้านความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทำงาน","01/05/2569","bad",,"2026-07-09T04:50:53.966074+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"01/07/2569",,,"true",,,,,
"77","LD-009","LD","กระทรวงแรงงาน","ประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง การคำนวณระดับเสียงที่สัมผัสในหูเมื่อสวมใส่อุปกรณ์คุ้มครองความปลอดภัยส่วนบุคคล","14/02/2561","ok","2026-03-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"15/02/2561",,,"true",,,,,
"19","LA-019","LA",,"พระราชบัญญัติเงินทดแทน (ฉบับที่ 2) พ.ศ. 2561",,"ok","2026-09-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"65","LC-008","LC","กระทรวงแรงงาน","กฎกระทรวง กำหนดมาตรฐานในการบริหาร จัดการ และดำเนินการด้านความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทำงานเกี่ยวกับการป้องกันและระงับอัคคีภัย (ฉบับที่ 2) พ.ศ. 2561","15/08/2561","ok","2026-03-31","2026-06-05T17:44:56.542233+00:00","2026-07-31T15:18:29.978977+00:00",,"5",,,,,,,,"true",,,,,
"32","LA-033","LA","กระทรวงแรงงาน","ประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง การเทียบเท่าวุฒิการศึกษาไม่ต่ำกว่าปริญญาตรีสาขาอาชีวอนามัยและความปลอดภัย​ พ.ศ.2568","09/01/2568","ok","2026-12-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"10/01/2568",,,"true",,,,,
"150","LA-042","LA","สวัสดิการและคุ้มครองแรงงาน","ประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง แบบแจ้งกำหนดการ และแบบรายงานสรุปผลการปฏิบัติงานของผู้ชำนาญการด้านความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทำงาน","01/05/2569","bad",,"2026-07-09T04:50:53.966074+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"02/05/2569",,,"true",,,,,
"151","LA-043","LA","สาธารณสุข","ประกาศกระทรวงสาธารณสุข เรื่อง ชื่อและอาการสำคัญของโรคติดต่ออันตราย (ฉบับที่ 5) พ.ศ. 2569","15/05/2569","ok",,"2026-07-09T04:50:53.966074+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"16/05/2569",,,"true",,,,,
"40","LB-003","LB",,"ประกาศคณะกรรมการส่งเสริมการพัฒนาฝีมือแรงงาน เรื่อง วิธีการทดสอบมาตรฐานฝีมือแรงงาน และการออกหนังสือรับรองว่าเป็นผู้ผ่านการทดสอบ มาตรฐานฝีมือแรงงานแห่งชาติ สาขาอาชีพช่างไฟฟ้า เล็กทรอนิกส์และคอมพิวเตอร์ สาขาช่างไฟฟ้าภายในอาคารระดับ 1","23/12/2552","ok","2026-12-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"41","LB-004","LB","กระทรวงอุตสาหกรรม","ประกาศกระทรวงอุตสาหกรรม  ฉบับที่ 4474  (พ.ศ. 2555)  ออกตามความในพระราชบัญญัติมาตรฐานผลิตภัณฑ์อุตสาหกรรม  พ.ศ. 2511 เรื่อง กำหนดมาตรฐานผลิตภัณฑ์อุตสาหกรรม  เต้าเสียบและเต้ารับสำหรับใช้ในที่อยู่อาศัยและงานทั่วไปที่มีจุดประสงค์คล้ายกัน : เต้ารับ  ประกาศ : 16 มกราคม 2556","16/01/2556","ok","2026-03-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"42","LB-005","LB","กระทรวงพลังงาน","กฎกระทรวงกำหนดหลักเกณฑ์ วิธีการและเงื่อนไขเกี่ยวกับการแจ้ง การอนุญาตและอัตราค่าธรรมเนียมเกี่ยวกับการประกอบกิจการน้ำมันเชื้อเพลิง พ.ศ.2556","27/03/2556","ok","2026-06-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"27/09/2556",,,"true",,,,,
"43","LB-006","LB","กระทรวงแรงงาน","กฎกระทรวงกำหนดมาตรฐานในการบริหาร จัดการ และดำเนินการด้านความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงานเกี่ยวกับไฟฟ้าพ.ศ. 2558
กฎกระทรวงกำหนด มาตรฐานในการบริหารและการจัดการด้านความ ปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงานเกี่ยวกับไฟฟ้าพ.ศ. 2554
ประกาศใช้:21 มกราคม2554 บังคับใช้:21กรกฎาคม 2554","06/02/2558","ok","2026-09-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"57","LB-007","LB","กระทรวงแรงงาน","ประกาศกรมสวัสดิการ หลักเกณฑ์ วิธีการ และเงื่อนไขการจัดทำบันทึกผลการตรวจสอบและรับรองระบบไฟฟ้าและบริภัณฑ์ไฟฟ้า 2558","30/12/2558","repealed","2026-03-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,"ตรวจไฟฟ้าเป็นไปตามแผน",,,,,,"true",,,,,
"44","LB-008","LB","กระทรวงแรงงาน","ประกาศกระทรวงแรงงาน เรื่อง กำหนดสาขาอาชีพ ที่อาจเป็นอันตรายต่อสาธารณะ
ซึ่งต้องดำเนินการโดยผู้ได้รับหนังสือรับรองความรู้ความสามารถ","27/10/2558","ok","2026-12-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"45","LB-009","LB","กระทรวงแรงงาน","ประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง หลักเกณฑ์ วิธีการ และเงื่อนไขการฝึกอบรมความปลอดภัยในการทำงานเกี่ยวกับไฟฟ้า สำหรับลูกจ้างซึ่งปฏิบัติงานเกี่ยวกับไฟฟ้า 2558

ประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง หลักเกณฑ์ วิธีการ และเงื่อนไขการฝึกอบรมความปลอดภัยในการทำงานเกี่ยวกับไฟฟ้าสำหรับลูกจ้างซึ่งปฏิบัติงานเกี่ยวกับไฟฟ้า (ฉบับที่ 2) 2559","30 ธันวาคม 2558 และฉบับที่ 2 : 29 พฤศจิกายน 2559","ok","2026-03-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"48","LB-012","LB","การไฟฟ้านครหลวง","MEA หลักเกณฑ์การติดตั้งสายสื่อสารบนเสาการไฟฟ้านครหลวง 2566","28/06/2566","ok","2026-12-31","2026-06-05T17:44:56.542233+00:00","2026-07-31T15:18:29.978977+00:00",,"5",,,,,,,,"true",,,,,
"46","LB-010","LB","กระทรวงแรงงาน","ประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง หลักเกณฑ์ วิธีการ และเงื่อนไขการฝึกอบรมความปลอดภัยในการทำงานเกี่ยวกับไฟฟ้า สำหรับลูกจ้างซึ่งปฏิบัติงานเกี่ยวกับไฟฟ้า 
(ฉบับที่ 2)","24/12/2558","ok","2026-06-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"47","LB-011","LB","กรมพัฒนาพลังงานทดแทนและอนุรักษ์พลังงาน กระทรวงพลังงาน","ประกาศ กรมพัฒนาและส่งเสริมพลังงาน พ.ศ. 2535 เรื่อง การมีเครื่องกำเนิดไฟฟ้าอยู่ในครอบครอง","31/03/2559","ok","2026-09-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"56","LB-014","LB","กระทรวงพลังงาน","กฎกระทรวงสถานที่เก็บรักษาน้ำมันเชื้อเพลิง (ฉบับที่ 2) พ.ศ. 2560","12/10/2560","repealed","2026-12-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,"-แผนการตรวจสอบถังน้ำมัน ต.ค. 67 ตาม Memo No.	
DO 67/01380",,,,,,"true",,,,,
"50","LB-015","LB","พัฒนาฝีมือแรงงาน","ประกาศคณะกรรมการส่งเสริมการพัฒนาฝีมือแรงงาน เรื่อง คุณสมบัติของผู้เข้ารับการทดสอบ สาขาอาชีพช่างไฟฟ้า อิเล็กทรอนิกส์และคอมพิวเตอร์ สาขาช่างไฟฟ้าภายในอาคาร","08/03/2562","ok","2026-06-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"51","LB-016","LB","พัฒนาฝีมือแรงงาน","ประกาศคณะกรรมการส่งเสริมการพัฒนาฝีมือแรงงาน เรื่อง วิธีการทดสอบมาตรฐานฝีมือแรงงานแห่งชาติ และการออกหนังสือรับรองว่าเป็นผู้ผ่านการทดสอบมาตรฐานฝีมือแรงงานแห่งชาติ สาขาอาชีพช่างไฟฟ้า อิเล็กทรอนิกส์และคอมพิวเตอร์ สาขาช่างไฟฟ้าภายในอาคาร ระดับ 2","27/09/2565","ok","2026-09-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"53","LB-018","LB","กระทรวงพลังงาน","ประกาศกรมธุรกิจพลังงาน เรื่อง การลงทะเบียนใช้งานระบบรับแจ้งและอนุญาตให้ประกอบกิจการตามกฎหมายว่าด้วยการควบคุมน้ำมันเชื้อเพลิงโดยวิธีการทางอิเล็กทรอนิกส์ (SAFETY) พ.ศ. 2567 
(ลงประกาศ 19 มิถุนายน 2567)","04/06/2567","ok","2026-03-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"54","LB-019","LB","กระทรวงแรงงาน","ประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง หลักเกณฑ์ วิธีการ และเงื่อนไขการจัดทำบันทึกผลการตรวจสอบและรับรองระบบไฟฟ้าและบริภัณฑ์ไฟฟ้า​ พ.ศ.2568","13/01/2568","ok","2026-06-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"14/01/2568",,,"true",,,,,
"59","LC-002","LC","กระทรวงอุตสาหกรรม","ประกาศกระทรวงอุตสาหกรรม ฉบับที่ 4411 (พ.ศ. 2555) ออกตามความในพระราชบัญญัติมาตรฐานผลิตภัณฑ์ อุตสาหกรรม พ.ศ. 2511 เรื่อง กำหนดมาตรฐานผลิตภัณฑ์ อุตสาหกรรม การจัดการหน่วยดับเพลิงสำหรับสถานประกอบการ","03/04/2555","ok","2026-09-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"60","LC-003","LC","กระทรวงแรงงาน","กฎกระทรวง กำหนดมาตรฐานในการบริหาร จัดการ และดำเนินการด้านความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทำงานเกี่ยวกับการป้องกันและระงับอัคคีภัย พ.ศ. ๒๕๕๕","09/01/2556","ok","2026-12-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"64","LC-007","LC","กระทรวงอุตสาหกรรม","ประกาศกระทรวงอุตสาหกรรม ฉบับที่ 4887 (พ.ศ. 2559) 
ออกตามความในระราชบัญญัติมาตรฐานผลิตภัณฑ์อุตสาหกรรม พ.ศ. 2511 เรื่อง กำหนดมาตรฐานผลิตภัณฑ์
อุตสาหกรรม ข้อกำหนดในการป้องกันอัคคีภัย เล่ม 7 ศูนย์สั่งการดับเพลิงในอาคาร","15/12/2559","ok","2026-12-31","2026-06-05T17:44:56.542233+00:00","2026-07-31T15:18:29.978977+00:00",,"5",,,,,,,,"true",,,,,
"61","LC-004","LC","กระทรวงแรงงาน","ประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง กำหนดมาตรฐานเครื่องดับเพลิงแบบเคลื่อนย้ายได้","12/03/2556","ok","2026-03-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"62","LC-005","LC",,"ประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง กำหนดแบบรายงานผลการฝึกซ้อมดับเพลิงและฝึกซ้อมอพยพหนีไฟ","12/03/2556","ok","2026-06-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"63","LC-006","LC",,"ประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง กำหนดแบบและวิธีการรายงานผลการฝึกซ้อมดับเพลิงและฝึกซ้อมอพยพ
หนีไฟทางสื่ออิเล็กทรอนิกส์","05/10/2559","ok","2026-09-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"66","LC-009","LC","กระทรวงอุตสาหกรรม","ประกาศกระทรวงอุตสาหกรรม ฉบับที่ 5404 (พ.ศ. 2562) ออกตามความในพระราชบัญญัติมาตรฐานผลิตภัณฑ์อุตสาหกรรม พ.ศ. 2511 เรื่อง กำหนดมาตรฐานผลิตภัณฑ์อุตสาหกรรมข้อกำหนดในการป้องกันอัคคีภัย เล่ม 8 การติดตั้งระบบส่งน้ำดับเพลิง","06/01/2563","ok","2026-06-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"67","LC-010","LC","กระทรวงแรงงาน","กฎกระทรวงการขึ้นทะเบียนและการอนุญาตให้บริการเพื่อส่งเสริมความปลอดภัย
อาชีวอนามัย และสภาพแวดล้อมในการท างาน
พ.ศ. ๒๕๖๔
ยกเลิกกฎกระทรวง
การเป็นหน่วยงานฝึกอบรมการดับเพลิงขั้นต้น
และการเป็นหน่วยงานฝึกซ้อมดับเพลิงและฝึกซ้อมอพยพหนีไฟ พ.ศ.2556","19/03/2564","ok","2026-09-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"26/09/2564",,,"true",,,,,
"68","LC-011","LC","กระทรวงอุตสาหกรรม","กฎกระทรวง ฉบับที่ 69 (พ.ศ. 2564) ออกตามความในพระราชบัญญัติควบคุมอาคาร พ.ศ. 2522","04/06/2564","ok","2026-12-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"04/12/2564",,,"true",,,,,
"69","LD-001","LD","กระทรวงแรงงาน","กฎกระทรวงกำหนดมาตรฐานในการบริหาร จัดการ และดําเนินการด้านความปลอดภัย อาชีวอนามัย
และสภาพแวดล้อมในการทำงานเกี่ยวกับความร้อน แสงสว่าง และเสียง พ.ศ. ๒๕๕๙","17/10/2559","ok","2026-03-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,,,,"true",,,,,
"73","LD-005","LD","อุตสาหกรรม","ประกาศกระทรวง   อุตสาหกรรม เรื่องกำหนดค่าระดับเสียงการรบกวนและระดับเสียงที่เกิดจากการประกอบกิจการโรงงาน      พ.ศ. 2548","25/01/2549","ok","2026-03-31","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"26/01/2549",,,"true",,,,,
"74","LD-006","LD","อุตสาหกรรม","ประกาศกรมโรงงานอุตสาหกรรม เรื่อง วิธีการตรวจวัดระดับเสียงการรบกวน ระดับเสียงเฉลี่ย 24 ชั่วโมง และระดับเสียงสูงสุดที่เกิดจากการประกอบกิจการ โรงงาน  พ.ศ. 2553","07/01/2554","ok","2026-06-30","2026-06-05T17:44:56.542233+00:00","2026-07-11T12:39:14.098872+00:00",,"5",,,,,"08/01/2554",,,"true",,,,,
